City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Lenger,KZ,42.183,69.8839,27.84,67,25,8.12,scattered clouds
459,Farnham,GB,51.2143,-0.7959,52.77,83,75,18.41,broken clouds
460,Ginda,IN,30.6945,78.4932,36.68,11,0,8.79,clear sky
461,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,63,0,18.41,clear sky
462,Caluquembe,AO,-13.7833,14.6833,57.74,96,73,2.89,light rain
463,Satana,IN,20.5833,74.2,59.4,54,0,4.47,clear sky
464,Mecca,SA,21.4267,39.8261,67.23,69,78,6.49,broken clouds
465,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,74.08,93,93,2.08,overcast clouds
466,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.42,94,57,0.98,heavy intensity rain
467,Aripuana,BR,-9.1667,-60.6333,73.47,96,88,1.9,overcast clouds
468,Mangrol,IN,21.1167,70.1167,60.39,41,0,16.37,clear sky
469,Calabozo,VE,8.9242,-67.4293,82.11,49,94,8.25,overcast clouds
470,Veraval,IN,20.9,70.3667,62.91,38,0,17.2,clear sky
471,Pachino,IT,36.7186,15.0907,55.44,80,0,4.36,clear sky
472,Zherdevka,RU,51.8486,41.4606,29.75,68,100,11.45,overcast clouds
473,Inhambane,MZ,-23.865,35.3833,77.9,84,1,7.67,clear sky
474,Greystones,IE,53.1408,-6.0631,50.88,91,98,10.4,overcast clouds
475,Karasjok,NO,69.4719,25.5112,-1.82,100,83,3.51,broken clouds
476,Motril,ES,36.7507,-3.5179,54.27,92,13,2.82,few clouds
477,Saint-Ambroise,CA,48.5501,-71.3324,16.11,57,62,10.36,broken clouds
478,Grottammare,IT,42.9888,13.8649,48.02,87,15,3.78,few clouds
479,Millinocket,US,45.6573,-68.7098,37.51,70,100,4.61,overcast clouds
480,Khorol,UA,49.7837,33.2783,32.76,84,66,8.23,broken clouds
481,Grenville,GD,12.1167,-61.6167,78.85,80,98,18.19,overcast clouds
482,San Juan,AR,-31.5375,-68.5364,89.64,12,0,2.06,clear sky
483,Patti,IN,31.2808,74.8572,42.87,45,0,3.98,clear sky
484,Barkly West,ZA,-28.5354,24.5215,66.85,78,48,11.36,scattered clouds
485,Bolshaya Martynovka,RU,47.271,41.6679,37.04,68,98,9.13,overcast clouds
486,Dawlatabad,AF,36.4141,64.9053,43.23,41,0,1.45,clear sky
487,Panama City,PA,8.9936,-79.5197,82.35,63,20,10.36,few clouds
488,Uribia,CO,11.7139,-72.266,79.07,64,22,15.99,few clouds
489,Cabedelo,BR,-6.9811,-34.8339,79.47,75,37,10.42,scattered clouds
490,Khorixas,NA,-20.3667,14.9667,64.4,47,86,7.23,overcast clouds
491,Hazorasp,UZ,41.3194,61.0742,35.44,35,5,11.79,clear sky
492,Aix-Les-Bains,FR,45.6834,5.9224,46.8,95,98,2.75,overcast clouds
493,Feodosiya,UA,45.0333,35.3833,38.55,76,7,7.25,clear sky
494,Umuarama,BR,-23.7664,-53.325,65.86,92,68,7.85,broken clouds
495,Kiruna,SE,67.8557,20.2251,11.32,85,100,0.0,overcast clouds
496,Impfondo,CG,1.6381,18.0667,74.75,72,98,3.11,overcast clouds
497,La Peca,PE,-5.6111,-78.435,74.32,70,99,4.81,light rain
498,Mamlyutka,KZ,54.9375,68.5394,6.37,98,97,4.27,overcast clouds
499,Cururupu,BR,-1.8283,-44.8683,76.55,86,35,5.41,scattered clouds
500,Naryan-Mar,RU,67.6713,53.087,-5.35,96,100,17.45,overcast clouds
501,Diego De Almagro,CL,-26.3667,-70.05,68.43,41,0,5.1,clear sky
502,Camana,PE,-16.6228,-72.7111,71.56,83,69,4.43,broken clouds
503,Nantucket,US,41.2835,-70.0995,46.54,95,100,12.21,overcast clouds
504,Strezhevoy,RU,60.7333,77.5889,7.84,96,100,7.27,overcast clouds
505,General Roca,AR,-39.0333,-67.5833,87.62,14,39,10.09,scattered clouds
506,Goedereede,NL,51.8175,3.9806,52.0,85,61,11.99,broken clouds
507,Bakel,SN,14.905,-12.4568,72.75,16,85,9.95,overcast clouds
508,Kaputa,ZM,-8.4689,29.6619,66.51,81,67,2.59,broken clouds
509,Bilma,NE,18.6853,12.9164,59.36,30,5,7.78,clear sky
510,Morros,BR,-9.4467,-46.3003,78.82,62,100,1.03,overcast clouds
511,Sault Sainte Marie,CA,46.5168,-84.3333,28.69,89,100,6.91,snow
512,Meshchovsk,RU,54.3244,35.2808,27.64,88,93,9.51,overcast clouds
513,Champaign,US,40.1334,-88.2001,36.03,85,100,12.66,overcast clouds
514,Tete,MZ,-16.1564,33.5867,78.89,78,40,0.0,scattered clouds
515,Shakawe,BW,-18.3667,21.85,67.86,84,100,5.14,overcast clouds
516,Abhar,IR,36.1468,49.218,30.45,83,89,2.21,overcast clouds
517,Porvoo,FI,60.3923,25.6651,14.16,92,67,10.56,broken clouds
518,Calama,CL,-22.4667,-68.9333,64.89,36,0,25.32,clear sky
519,Port Blair,IN,11.6667,92.75,80.64,78,40,4.61,mist
520,Bokoro,TD,12.3807,17.0568,68.5,26,14,14.54,few clouds
521,Moju,BR,-1.8839,-48.7689,72.84,97,98,3.06,overcast clouds
522,Sindor,RU,62.8629,51.8905,-5.84,98,100,4.79,overcast clouds
523,Yakymivka,UA,46.6897,35.1536,33.46,78,8,6.29,clear sky
524,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,94,75,19.82,light intensity drizzle rain
525,Mushie,CD,-3.0167,16.9,71.56,98,96,2.53,light rain
526,Srikakulam,IN,18.3,83.9,69.26,81,30,8.9,scattered clouds
527,Malinyi,TZ,-8.9333,36.1333,70.9,82,89,0.81,overcast clouds
528,Pokhara,NP,28.2333,83.9833,49.1,17,0,5.73,clear sky
529,Totness,SR,5.8833,-56.3167,75.24,91,100,9.04,moderate rain
530,Kautokeino,NO,69.0125,23.0412,-1.28,100,99,4.52,overcast clouds
531,Eatonton,US,33.3268,-83.3885,62.35,91,18,5.66,few clouds
532,Mossoro,BR,-5.1875,-37.3442,81.41,61,41,16.22,scattered clouds
533,San Matias,BO,-16.3667,-58.4,69.06,98,100,3.71,light rain
534,Wad Rawah,SD,15.1603,33.1397,67.6,21,1,14.72,clear sky
535,Rundu,NA,-17.9333,19.7667,66.11,85,100,7.07,overcast clouds
536,Kologriv,RU,58.8275,44.3178,7.61,96,100,4.25,light snow
537,Peniche,PT,39.3558,-9.3811,49.44,65,27,6.51,scattered clouds
538,Springdale,US,36.1867,-94.1288,44.73,55,0,8.05,clear sky
539,Ringebu,NO,61.5167,10.1667,18.01,96,100,3.53,light snow
540,Gao,ML,16.6362,1.637,63.18,20,3,12.3,clear sky
541,Kristiansund,NO,63.1115,7.732,36.25,44,100,12.66,overcast clouds
542,Godhra,IN,22.75,73.6333,54.36,36,0,15.55,clear sky
543,Morondava,MG,-20.2833,44.2833,76.68,85,99,9.66,light rain
544,Muravlenko,RU,63.7898,74.523,2.77,96,97,13.87,overcast clouds
545,Santa Rosa,PH,14.3122,121.1114,76.08,96,98,17.0,overcast clouds
546,Samfya,ZM,-11.3649,29.5565,64.53,93,98,2.62,moderate rain
547,Abnub,EG,27.2696,31.1511,53.82,70,72,10.36,broken clouds
548,Paita,PE,-5.0892,-81.1144,69.3,81,100,13.0,overcast clouds
549,Contai,IN,21.7786,87.7536,57.63,54,3,9.15,clear sky
550,Trairi,BR,-3.2778,-39.2689,79.3,77,8,12.8,clear sky
551,Houma,US,29.5958,-90.7195,66.99,54,5,5.01,clear sky
552,Arriana,GR,41.0833,25.7,46.85,80,83,3.47,broken clouds
553,Miranda,CO,3.2499,-76.2281,75.33,89,82,3.67,broken clouds
554,Goure,NE,13.9835,10.2704,63.27,24,37,13.47,scattered clouds
555,Igarka,RU,67.4667,86.5833,-31.99,97,8,7.47,clear sky
556,Ancud,CL,-41.8697,-73.8203,60.1,82,61,4.7,broken clouds
557,Kovdor,RU,67.5662,30.4758,4.84,100,100,3.91,overcast clouds
558,Manakara,MG,-22.1333,48.0167,72.79,91,100,2.86,light rain
559,Arauca,CO,7.0847,-70.7591,82.4,74,40,2.3,scattered clouds
560,Bequimao,BR,-2.4489,-44.7825,74.59,94,26,2.44,scattered clouds
561,Faya,SA,18.3851,42.4509,51.91,64,41,5.75,scattered clouds
562,Maykor,RU,59.0059,55.88,-21.08,100,65,3.04,broken clouds
563,Ganganagar,IN,29.9167,73.8833,44.91,24,0,2.21,clear sky
564,Maku,IR,39.2911,44.4521,31.37,37,90,1.63,overcast clouds
565,Inta,RU,66.0317,60.1659,3.06,84,100,12.03,overcast clouds
566,Sisimiut,GL,66.9395,-53.6735,4.75,68,64,14.03,broken clouds
567,Oranjemund,NA,-28.55,16.4333,61.43,89,16,15.99,few clouds
568,Swindon,GB,51.558,-1.7812,50.72,92,40,20.71,scattered clouds
569,Xai-Xai,MZ,-25.0519,33.6442,74.03,83,20,4.18,few clouds
570,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.48,98,94,1.74,overcast clouds
571,Gwembe,ZM,-16.4975,27.6069,62.85,85,89,4.03,overcast clouds
572,Konosha,RU,60.9736,40.257,-15.84,100,91,3.94,overcast clouds
573,Korla,CN,41.7597,86.1469,17.46,60,45,2.89,scattered clouds
574,Tazovskiy,RU,67.4667,78.7,-24.27,96,99,10.09,overcast clouds
575,Saint-Paul,RE,-21.0096,55.2707,80.01,93,46,0.81,scattered clouds
576,Saint-Paul-Les-Dax,FR,43.7272,-1.0516,52.32,86,55,5.75,broken clouds
577,Juba,SS,4.8517,31.5825,76.77,23,0,1.79,clear sky
578,Nhamunda,BR,-2.1861,-56.7131,73.45,97,68,2.64,broken clouds
579,Ferme-Neuve,CA,46.7001,-75.4493,22.75,79,100,9.62,overcast clouds
580,Mananara,MG,-16.1667,49.7667,74.37,84,69,2.26,broken clouds
581,Porto Santo,PT,33.072,-16.3415,59.38,72,20,4.61,few clouds
582,Mana,GF,5.6592,-53.7767,75.78,91,100,9.15,light rain
583,Gasa,PS,31.5,34.4667,60.01,64,17,7.76,few clouds
584,Aswan,EG,24.0934,32.907,52.9,76,0,0.0,clear sky
585,Aquiraz,BR,-3.9014,-38.3911,81.18,80,12,13.2,few clouds
586,Oriximina,BR,-1.7656,-55.8661,74.35,94,78,2.42,broken clouds
587,Richards Bay,ZA,-28.783,32.0377,73.11,92,100,13.73,overcast clouds
588,Farsund,NO,58.0948,6.8047,32.95,100,100,19.84,overcast clouds
589,Thunder Bay,CA,48.4001,-89.3168,19.38,68,40,8.05,scattered clouds
590,Morococha,PE,-11.5997,-76.1411,35.38,98,99,1.52,light rain
591,Clermont,FR,49.5,2.4167,53.71,91,100,13.4,overcast clouds
592,Porbandar,IN,21.6422,69.6093,60.35,43,1,15.95,clear sky
593,Tena,EC,-0.9833,-77.8167,71.2,96,90,2.66,light rain
594,Shache,CN,38.4167,77.2406,24.51,42,0,3.8,clear sky
595,Dogondoutchi,NE,13.6393,4.0287,69.15,25,69,11.3,broken clouds
596,Barcelos,PT,41.5388,-8.6151,51.91,90,2,4.0,clear sky
597,Emba,KZ,48.8264,58.1442,33.82,99,100,11.88,overcast clouds
598,Ust-Tarka,RU,55.5672,75.705,7.27,96,100,3.89,overcast clouds
599,Tarata,BO,-17.6167,-66.0167,51.22,71,100,9.78,overcast clouds
600,Koslan,RU,63.4564,48.8989,-8.7,98,99,4.61,overcast clouds
601,Ribeira Brava,PT,32.65,-17.0667,63.72,80,36,5.68,scattered clouds
602,Sensuntepeque,SV,13.8667,-88.6333,71.64,64,0,3.78,clear sky
603,Cejkovice,CZ,48.9059,16.9423,48.18,75,100,12.55,overcast clouds
604,Jovellanos,CU,22.8044,-81.1944,75.11,73,55,4.94,broken clouds
605,Agapovka,RU,53.2973,59.1348,-4.52,100,91,2.46,overcast clouds
606,Jumla,NP,29.2747,82.1838,28.9,16,0,6.76,clear sky
607,Broni,IT,45.0655,9.2623,48.96,92,55,4.16,broken clouds
608,Aksaray,TR,38.3726,34.0254,32.32,49,2,0.67,clear sky
609,Morant Bay,JM,17.8815,-76.4093,82.02,77,2,9.8,clear sky
610,Marondera,ZW,-18.1853,31.5519,58.35,94,42,3.89,scattered clouds
611,Kibala,TD,9.1104,18.3463,75.15,53,0,4.61,clear sky
612,Arecibo,PR,18.4724,-66.7157,76.26,89,31,11.81,scattered clouds
613,Gebre Guracha,ET,9.8,38.4,49.32,38,4,4.45,clear sky
614,Tiruvalla,IN,9.3833,76.5667,67.89,83,3,4.0,clear sky
615,Kushmurun,KZ,52.4503,64.6311,11.37,97,74,5.41,broken clouds
616,Katihar,IN,25.5333,87.5833,48.6,80,0,7.4,clear sky
617,Sorland,NO,67.667,12.6934,30.06,54,0,26.91,clear sky
618,Marystown,CA,47.1666,-55.1483,36.95,98,100,11.63,overcast clouds
619,Andreapol,RU,56.6513,32.2664,20.25,97,98,2.37,overcast clouds
620,Khash,IR,28.2211,61.2158,43.03,23,99,1.79,overcast clouds
621,Terme,TR,41.2092,36.9739,48.83,83,100,3.76,light rain
622,Polasara,IN,19.7,84.8167,62.64,87,2,2.89,clear sky
623,Ereymentau,KZ,51.6199,73.1033,32.5,97,100,23.91,light snow
624,Owensboro,US,37.7742,-87.1133,46.45,66,0,10.36,clear sky
625,West Bay,KY,19.3667,-81.4167,80.67,80,20,8.05,few clouds
626,Saint-Francois,FR,46.4154,3.9054,51.24,87,100,5.75,overcast clouds
627,Contamana,PE,-7.3333,-75.0167,83.19,56,95,5.46,overcast clouds
628,Coleraine,GB,55.1333,-6.6667,47.52,87,72,8.52,broken clouds
629,Male,MV,4.1748,73.5089,80.55,74,20,14.97,few clouds
630,Osvaldo Cruz,BR,-21.7967,-50.8786,68.7,96,100,6.15,overcast clouds
631,Port Shepstone,ZA,-30.7414,30.455,71.29,90,100,10.83,overcast clouds
632,Moville,US,42.4889,-96.0725,24.69,94,100,12.57,overcast clouds
633,Dalvik,IS,65.9702,-18.5286,22.93,78,96,4.52,overcast clouds
634,Mercedes,AR,-34.6515,-59.4307,76.86,38,0,11.95,clear sky
635,Amboasary,MG,-25.0333,46.3833,73.11,88,100,3.36,overcast clouds
636,Kayes,ML,14.0,-11.0,74.17,14,57,10.83,broken clouds
637,Vilhena,BR,-12.7406,-60.1458,70.02,100,40,14.97,thunderstorm with light rain
638,Boden,SE,65.8252,21.6886,17.6,99,87,5.3,overcast clouds
639,Port-De-Bouc,FR,43.4,4.9833,52.47,79,0,10.36,clear sky
640,Santa Helena De Goias,BR,-17.8136,-50.5969,70.54,94,100,4.59,overcast clouds
641,Salym,RU,60.0625,71.4789,9.68,97,100,2.21,light snow
642,Yenagoa,NG,4.9247,6.2642,75.97,81,46,3.67,scattered clouds
643,Moguer,ES,37.2756,-6.8385,52.72,68,0,1.99,clear sky
644,Kavaratti,IN,10.5669,72.642,79.86,69,2,6.4,clear sky
645,Kayerkan,RU,69.3497,87.7602,-35.48,66,58,2.66,broken clouds
646,Villarrica,PY,-25.75,-56.4333,73.04,47,6,0.89,clear sky
647,Akhisar,TR,38.9185,27.8401,45.7,89,22,4.92,few clouds
648,Bulawayo,ZW,-20.15,28.5833,64.94,92,95,7.29,light rain
649,Mandaguacu,BR,-23.3472,-52.0953,65.8,88,75,11.5,broken clouds
650,Emet,TR,39.343,29.2585,36.25,92,11,4.03,few clouds
651,Ankazoabo,MG,-22.2833,44.5167,68.25,91,100,3.53,overcast clouds
652,Springbok,ZA,-29.6643,17.8865,51.39,79,0,7.36,clear sky
653,Mangan,IN,27.5167,88.5333,49.84,25,0,7.43,clear sky
654,Mpongwe,ZM,-13.5091,28.155,62.24,97,100,2.17,overcast clouds
655,Waddan,LY,29.1614,16.139,55.83,59,80,6.26,broken clouds
656,Puerto Colombia,CO,10.9878,-74.9547,78.89,81,3,23.29,clear sky
657,Eregli,TR,37.5133,34.0467,32.7,35,3,1.21,clear sky
658,Krasnyy Kholm,RU,58.0607,37.1203,3.45,99,97,5.48,overcast clouds
659,Am Timan,TD,11.0297,20.2827,72.93,31,25,6.4,scattered clouds
660,San Luis,AR,-33.295,-66.3356,77.47,22,0,13.13,clear sky
661,Osorno,CL,-40.5667,-73.15,70.11,64,0,10.36,clear sky
662,Vrede,ZA,-27.4257,29.1659,58.75,87,98,1.54,light rain
663,Coruripe,BR,-10.1256,-36.1756,77.68,83,63,12.95,broken clouds
664,Schinnen,NL,50.9433,5.8889,53.17,81,100,14.0,overcast clouds
665,Malangali,TZ,-8.5667,34.85,61.0,88,99,4.88,overcast clouds
666,Gibara,CU,21.1097,-76.1317,76.69,70,1,13.8,clear sky
667,Honningsvag,NO,70.9821,25.9704,26.35,86,40,3.44,scattered clouds
668,Loukhi,RU,66.0764,33.0381,12.49,94,71,8.41,broken clouds
669,Pindwara,IN,24.8,73.0667,42.71,41,0,4.72,clear sky
670,Choya,RU,52.0108,86.5467,17.01,79,99,5.17,overcast clouds
671,Dakar,SN,14.6937,-17.4441,79.68,50,87,16.31,overcast clouds
672,Yeola,IN,20.0333,74.4833,61.68,51,15,8.75,few clouds
673,Herat,AF,34.5,62.0,40.37,47,16,6.58,few clouds
674,Mangai,CD,-4.05,19.5333,69.19,98,100,1.1,overcast clouds
675,Oytal,KZ,42.9057,73.2697,30.63,70,77,5.41,broken clouds
676,Seydi,TM,39.4816,62.9137,45.66,36,0,18.66,clear sky
677,Hirna,ET,9.2167,41.1,57.22,52,2,5.08,clear sky
678,Itarema,BR,-2.9248,-39.9167,79.66,77,36,17.2,scattered clouds
679,Walvis Bay,NA,-22.9575,14.5053,65.08,88,69,12.48,broken clouds
680,Bikaner,IN,28.0167,73.3,44.44,26,0,6.15,clear sky
681,Quarteira,PT,37.0695,-8.1006,56.95,88,0,4.61,clear sky
682,Porto Walter,BR,-8.2686,-72.7439,78.13,69,83,3.18,broken clouds
683,Bolu,TR,40.6667,31.5833,40.32,89,95,1.88,overcast clouds
684,Guayaramerin,BO,-10.8368,-65.3614,74.34,96,71,2.98,moderate rain
685,Bosaso,SO,11.2842,49.1816,74.98,73,30,6.67,scattered clouds
686,Turmalina,BR,-17.2856,-42.73,67.69,95,77,0.87,broken clouds
687,Calvinia,ZA,-31.4707,19.776,57.94,69,4,11.18,clear sky
688,Arroyo,ES,41.6096,-4.7969,32.04,93,100,1.14,fog
